Id,AxisRatio,Perimeter
1,1.0649972423447907,231.840620434
2,4.026247569213648,223.806132548
3,1.3093652209804092,242.610173055
4,3.6974122143661337,179.497474683
5,1.0642981952659298,284.735064736
6,1.087853787017062,246.190908859
7,4.167123739163007,209.563491861
8,4.037816992383349,194.325901808
